LSOA Code,nc_atmn_2021,nc_sprng_2021,nc_smmr_2021,nc_wntr_2021,nc_wntr_2022
E01029633,97.16,5.56,54.97,63.65,10.36
E01029634,83.86,4.8,47.45,54.93,8.95
E01029635,95.21,5.44,53.87,62.37,10.16
E01029636,77.72,4.44,43.97,50.91,8.29
E01029637,236.2,13.51,133.64,154.73,25.2
E01029638,108.35,6.2,61.3,70.98,11.56
E01029639,76.91,4.4,43.51,50.38,8.2
E01029640,77.45,4.43,43.82,50.74,8.26
E01029641,108.41,6.2,61.34,71.02,11.56
E01029642,79.95,4.57,45.23,52.37,8.53
E01029643,84.24,4.82,47.66,55.18,8.99
E01029644,76.58,4.38,43.33,50.17,8.17
E01029645,131.16,7.5,74.21,85.92,13.99
E01029646,87.61,5.01,49.57,57.39,9.34
E01029647,143.0,8.18,80.91,93.68,15.25
E01029648,77.94,4.46,44.1,51.06,8.31
E01029649,65.77,3.76,37.21,43.09,7.02
E01029650,80.6,4.61,45.6,52.8,8.6
E01029651,77.83,4.45,44.03,50.99,8.3
E01029652,95.48,5.46,54.02,62.55,10.18
E01029653,69.52,3.98,39.33,45.54,7.42
E01029654,122.47,7.0,69.29,80.23,13.06
E01029655,113.68,6.5,64.32,74.47,12.13
E01029656,94.77,5.42,53.62,62.09,10.11
E01029657,93.91,5.37,53.13,61.52,10.02
E01029658,90.59,5.18,51.26,59.35,9.66
E01029659,71.04,4.06,40.19,46.54,7.58
E01029660,111.88,6.4,63.3,73.29,11.93
E01029661,107.32,6.14,60.72,70.3,11.45
E01029662,115.52,6.61,65.36,75.68,12.32
E01029663,80.54,4.61,45.57,52.76,8.59
E01029664,80.65,4.61,45.63,52.84,8.6
E01029665,98.03,5.61,55.47,64.22,10.46
E01029666,86.95,4.97,49.2,56.96,9.28
E01029667,122.53,7.01,69.32,80.27,13.07
E01029668,71.53,4.09,40.47,46.86,7.63
E01029669,73.32,4.19,41.48,48.03,7.82
E01029670,88.37,5.05,50.0,57.89,9.43
E01029671,85.6,4.89,48.43,56.07,9.13
E01029672,97.38,5.57,55.1,63.79,10.39
E01029673,85.32,4.88,48.28,55.89,9.1
E01029674,95.37,5.45,53.96,62.48,10.17
E01029675,81.85,4.68,46.31,53.62,8.73
E01029676,58.44,3.34,33.06,38.28,6.23
E01029677,72.02,4.12,40.75,47.18,7.68
E01029678,95.81,5.48,54.21,62.76,10.22
E01029679,85.98,4.92,48.64,56.32,9.17
E01029680,83.15,4.76,47.05,54.47,8.87
E01029681,72.96,2.71,34.82,31.79,9.03
E01029682,101.8,3.78,48.58,44.35,12.6
E01029683,78.58,2.92,37.5,34.24,9.73
E01029684,95.45,3.55,45.55,41.58,11.82
E01029685,90.93,3.38,43.39,39.61,11.26
E01029686,83.47,3.1,39.83,36.37,10.33
E01029687,121.6,4.52,58.03,52.98,15.06
E01029688,146.29,5.44,69.81,63.73,18.11
E01029689,105.16,3.91,50.19,45.82,13.02
E01029690,94.35,3.51,45.02,41.1,11.68
E01029691,91.54,3.4,43.68,39.88,11.33
E01029692,91.97,3.42,43.89,40.07,11.39
E01029693,101.99,3.79,48.67,44.43,12.63
E01029694,131.26,4.88,62.64,57.18,16.25
E01029695,135.53,5.04,64.68,59.05,16.78
E01029696,87.75,3.26,41.87,38.23,10.86
E01029697,95.88,3.56,45.75,41.77,11.87
E01029698,107.0,3.98,51.06,46.61,13.25
E01029699,129.97,4.83,62.02,56.62,16.09
E01029700,77.06,2.86,36.77,33.57,9.54
E01029701,127.53,4.74,60.86,55.56,15.79
E01029702,96.24,3.58,45.93,41.93,11.92
E01029703,95.69,3.56,45.67,41.69,11.85
E01029704,82.62,3.07,39.42,35.99,10.23
E01029705,95.33,3.54,45.49,41.53,11.8
E01029706,110.11,4.09,52.55,47.97,13.63
E01029707,86.83,3.23,41.44,37.83,10.75
E01029708,131.87,4.9,62.93,57.45,16.33
E01029709,86.4,3.21,41.23,37.64,10.7
E01029710,83.47,3.1,39.83,36.37,10.33
E01029711,94.35,3.51,45.02,41.1,11.68
E01029712,122.88,4.57,58.64,53.54,15.21
E01029713,108.95,4.05,51.99,47.47,13.49
E01029714,91.05,3.38,43.45,39.67,11.27
E01029715,94.84,3.52,45.26,41.32,11.74
E01029716,98.75,3.67,47.12,43.02,12.23
E01029717,110.24,4.1,52.61,48.03,13.65
E01029718,116.35,4.32,55.52,50.69,14.41
E01029719,91.54,3.4,43.68,39.88,11.33
E01029720,99.85,3.71,47.65,43.5,12.36
E01029721,105.23,3.91,50.21,45.84,13.03
E01029722,99.48,3.7,47.47,43.34,12.32
E01029723,89.95,3.34,42.92,39.19,11.14
E01029724,102.9,3.82,49.11,44.83,12.74
E01029725,171.71,6.38,81.94,74.81,21.26
E01029726,104.13,3.87,49.69,45.36,12.89
E01029727,95.45,3.55,45.55,41.58,11.82
E01029728,85.18,3.17,40.65,37.11,10.55
E01029729,100.7,3.74,48.06,43.87,12.47
E01029730,64.47,2.4,30.76,28.09,7.98
E01029731,100.03,3.72,47.74,43.58,12.39
E01029732,225.67,8.38,107.69,98.31,27.94
E01029733,117.75,4.38,56.19,51.3,14.58
E01029734,143.36,5.33,68.41,62.45,17.75
E01029735,137.61,5.11,65.67,59.95,17.04
E01029736,99.11,3.68,47.3,43.18,12.27
E01029737,104.74,3.89,49.98,45.63,12.97
E01029738,79.99,2.97,38.17,34.85,9.9
E01029739,94.16,3.5,44.94,41.02,11.66
E01029740,98.32,3.65,46.92,42.83,12.17
E01029741,94.35,3.51,45.02,41.1,11.68
E01029742,132.48,4.92,63.22,57.72,16.4
E01029743,123.31,4.58,58.85,53.72,15.27
E01029744,144.64,5.37,69.02,63.01,17.91
E01029745,105.23,3.91,50.21,45.84,13.03
E01029746,93.37,3.47,44.56,40.68,11.56
E01029747,124.23,4.62,59.28,54.12,15.38
E01029748,86.16,3.2,41.12,37.54,10.67
E01029749,113.17,4.2,54.01,49.3,14.01
E01029750,143.78,5.34,68.61,62.64,17.8
E01029751,100.89,3.75,48.14,43.95,12.49
E01029752,78.09,2.9,37.27,34.02,9.67
E01029753,104.31,3.88,49.78,45.44,12.91
E01029754,105.29,3.91,50.24,45.87,13.04
E01029755,80.84,3.0,38.58,35.22,10.01
E01029756,118.97,4.42,56.78,51.83,14.73
E01029757,89.09,3.31,42.52,38.81,11.03
E01029758,93.86,3.49,44.79,40.89,11.62
E01029759,103.09,3.83,49.19,44.91,12.76
E01029760,103.51,3.85,49.4,45.1,12.82
E01029761,97.86,6.07,53.89,29.77,7.71
E01029762,111.8,6.93,61.57,34.01,8.81
E01029763,109.12,6.76,60.09,33.2,8.6
E01029764,131.1,8.13,72.2,39.88,10.33
E01029765,94.17,5.84,51.86,28.65,7.42
E01029766,93.23,5.78,51.34,28.36,7.35
E01029767,108.24,6.71,59.61,32.93,8.53
E01029768,101.88,6.32,56.1,30.99,8.03
E01029769,123.06,7.63,67.77,37.44,9.7
E01029770,138.27,8.57,76.15,42.07,10.9
E01029771,104.83,6.5,57.73,31.89,8.26
E01029772,107.78,6.68,59.35,32.79,8.5
E01029773,103.22,6.4,56.84,31.4,8.14
E01029774,137.94,8.55,75.96,41.96,10.87
E01029775,95.24,5.9,52.45,28.98,7.51
E01029776,120.11,7.45,66.14,36.54,9.47
E01029777,108.11,6.7,59.54,32.89,8.52
E01029778,117.76,7.3,64.85,35.83,9.28
E01029779,109.25,6.77,60.16,33.24,8.61
E01029780,104.96,6.51,57.8,31.93,8.27
E01029781,98.99,6.14,54.52,30.12,7.8
E01029782,128.08,7.94,70.54,38.97,10.1
E01029783,102.08,6.33,56.21,31.06,8.05
E01029784,138.67,8.6,76.37,42.19,10.93
E01029785,119.24,7.39,65.66,36.28,9.4
E01029786,95.17,5.9,52.41,28.95,7.5
E01029787,123.73,7.67,68.14,37.64,9.75
E01029788,93.83,5.82,51.67,28.55,7.4
E01029789,63.54,3.94,34.99,19.33,5.01
E01029790,127.82,7.92,70.39,38.89,10.07
E01029791,102.01,6.32,56.18,31.03,8.04
E01029792,163.0,10.11,89.77,49.59,12.85
E01029793,111.8,6.93,61.57,34.01,8.81
E01029794,102.55,6.36,56.47,31.2,8.08
E01029795,112.13,6.95,61.75,34.11,8.84
E01029796,104.22,6.46,57.4,31.71,8.22
E01029797,105.43,6.54,58.06,32.07,8.31
E01029798,113.2,7.02,62.34,34.44,8.92
E01029799,121.72,7.55,67.03,37.03,9.59
E01029800,116.09,7.2,63.93,35.32,9.15
E01029801,123.32,7.65,67.92,37.52,9.72
E01029802,131.17,8.13,72.23,39.9,10.34
E01029803,122.92,7.62,67.69,37.4,9.69
E01029804,118.57,7.35,65.29,36.07,9.35
E01029805,118.57,7.35,65.29,36.07,9.35
E01029806,98.73,6.12,54.37,30.04,7.78
E01029807,81.84,5.07,45.07,24.9,6.45
E01029808,106.7,6.62,58.76,32.46,8.41
E01029809,101.74,6.31,56.03,30.95,8.02
E01029810,98.26,6.09,54.11,29.89,7.75
E01029811,106.43,6.6,58.61,32.38,8.39
E01029812,137.94,8.55,75.96,41.96,10.87
E01029813,154.76,9.59,85.23,47.08,12.2
E01029814,114.01,7.07,62.78,34.68,8.99
E01029815,96.72,6.0,53.26,29.42,7.62
E01029816,93.23,5.78,51.34,28.36,7.35
E01029817,122.19,7.58,67.29,37.17,9.63
E01029818,102.68,6.37,56.55,31.24,8.09
E01029819,106.03,6.57,58.39,32.26,8.36
E01029820,121.69,9.94,94.02,54.67,16.03
E01029821,84.39,6.9,65.2,37.92,11.12
E01029822,94.06,7.69,72.67,42.26,12.39
E01029823,87.62,7.16,67.69,39.36,11.54
E01029824,107.34,8.77,82.93,48.22,14.14
E01029825,78.58,6.42,60.71,35.3,10.35
E01029826,104.62,8.55,80.83,47.0,13.78
E01029827,90.08,7.36,69.6,40.47,11.87
E01029828,82.37,6.73,63.64,37.01,10.85
E01029829,131.49,10.74,101.59,59.07,17.32
E01029830,73.52,6.01,56.8,33.03,9.68
E01029831,97.79,7.99,75.55,43.94,12.88
E01029832,104.31,8.52,80.59,46.86,13.74
E01029833,105.32,8.6,81.37,47.32,13.87
E01029834,101.84,8.32,78.68,45.75,13.41
E01029835,110.06,8.99,85.03,49.45,14.5
E01029836,89.51,7.31,69.16,40.22,11.79
E01029837,97.48,7.96,75.31,43.79,12.84
E01029838,101.65,8.31,78.53,45.67,13.39
E01029839,70.36,5.75,54.36,31.61,9.27
E01029840,87.62,7.16,67.69,39.36,11.54
E01029841,83.13,6.79,64.22,37.35,10.95
E01029842,84.52,6.91,65.3,37.97,11.13
E01029843,92.11,7.53,71.16,41.38,12.13
E01029844,75.92,6.2,58.66,34.11,10.0
E01029845,70.86,5.79,54.75,31.84,9.33
E01029846,86.04,7.03,66.47,38.65,11.33
E01029847,81.04,6.62,62.61,36.41,10.67
E01029848,76.93,6.29,59.44,34.56,10.13
E01029849,102.09,8.34,78.88,45.87,13.45
E01029850,86.04,7.03,66.47,38.65,11.33
E01029851,139.64,11.41,107.89,62.74,18.39
E01029852,112.14,9.16,86.64,50.38,14.77
E01029853,117.08,9.57,90.45,52.6,15.42
E01029854,125.55,10.26,97.0,56.4,16.54
E01029855,94.32,7.71,72.87,42.37,12.42
E01029856,88.5,7.23,68.38,39.76,11.66
E01029857,89.45,7.31,69.11,40.19,11.78
E01029858,94.7,7.74,73.16,42.54,12.47
E01029859,108.29,8.85,83.66,48.65,14.26
E01029860,80.98,6.62,62.56,36.38,10.67
E01029861,84.96,6.94,65.64,38.17,11.19
E01029862,79.9,6.53,61.73,35.9,10.52
E01029863,109.87,8.98,84.88,49.36,14.47
E01029864,96.72,7.9,74.72,43.45,12.74
E01029865,101.4,8.28,78.34,45.55,13.36
E01029867,89.32,7.3,69.01,40.13,11.77
E01029868,84.96,6.94,65.64,38.17,11.19
E01029869,99.12,8.1,76.58,44.53,13.06
E01029870,54.44,1.71,23.48,31.38,7.69
E01029871,64.78,2.04,27.94,37.34,9.15
E01029872,64.96,2.04,28.02,37.45,9.17
E01029873,105.55,3.32,45.53,60.84,14.9
E01029874,79.43,2.5,34.26,45.79,11.21
E01029875,112.17,3.53,48.39,64.66,15.84
E01029876,104.19,3.28,44.94,60.06,14.71
E01029877,65.53,2.06,28.27,37.77,9.25
E01029878,59.42,1.87,25.63,34.25,8.39
E01029879,73.04,2.3,31.51,42.1,10.31
E01029880,85.72,2.7,36.98,49.42,12.1
E01029881,100.71,3.17,43.44,58.05,14.22
E01029882,77.55,2.44,33.45,44.7,10.95
E01029883,99.77,3.14,43.04,57.51,14.09
E01029884,78.02,2.45,33.66,44.98,11.02
E01029885,111.56,3.51,48.12,64.31,15.75
E01029886,62.94,1.98,27.15,36.28,8.89
E01029887,89.06,2.8,38.42,51.34,12.57
E01029888,59.84,1.88,25.81,34.5,8.45
E01029889,62.9,1.98,27.13,36.26,8.88
E01029890,71.82,2.26,30.98,41.4,10.14
E01029891,113.53,3.57,48.97,65.45,16.03
E01029892,94.37,2.97,40.71,54.4,13.32
E01029893,154.82,4.87,66.78,89.25,21.86
E01029894,53.31,1.68,23.0,30.73,7.53
E01029895,53.64,1.69,23.14,30.92,7.57
E01029896,65.39,2.06,28.2,37.69,9.23
E01029897,114.94,3.62,49.58,66.26,16.23
E01029898,88.59,2.79,38.21,51.07,12.51
E01029899,82.95,2.61,35.78,47.82,11.71
E01029900,82.34,2.59,35.52,47.47,11.63
E01029901,107.43,3.38,46.34,61.93,15.17
E01029902,103.62,3.26,44.7,59.73,14.63
E01029903,70.18,2.21,30.27,40.45,9.91
E01029904,69.61,2.19,30.03,40.13,9.83
E01029905,57.82,1.82,24.94,33.33,8.16
E01029906,85.26,2.68,36.78,49.15,12.04
E01029907,106.72,3.36,46.04,61.52,15.07
E01029908,80.7,2.54,34.81,46.52,11.39
E01029909,73.23,2.3,31.59,42.21,10.34
E01029910,56.88,1.79,24.54,32.79,8.03
E01029911,102.73,3.23,44.31,59.22,14.5
E01029912,91.13,2.87,39.31,52.53,12.87
E01029913,51.9,1.63,22.39,29.92,7.33
E01029914,78.07,2.46,33.68,45.0,11.02
E01029915,60.41,1.9,26.06,34.82,8.53
E01029916,62.38,1.96,26.91,35.96,8.81
E01029917,97.28,3.06,41.96,56.08,13.73
E01029918,53.36,1.68,23.02,30.76,7.53
E01029919,72.34,2.28,31.2,41.7,10.21
E01029920,84.5,2.66,36.45,48.71,11.93
E01029921,59.61,1.87,25.71,34.36,8.42
E01029922,76.89,2.42,33.17,44.33,10.86
E01029923,66.65,2.1,28.75,38.42,9.41
E01029925,99.34,5.68,37.54,41.71,11.31
E01029926,83.58,4.78,31.58,35.09,9.51
E01029927,130.96,7.49,49.48,54.99,14.91
E01029928,95.08,5.44,35.93,39.92,10.82
E01029929,114.93,6.57,43.43,48.26,13.08
E01029930,88.17,5.04,33.32,37.02,10.04
E01029937,112.13,6.41,42.37,47.08,12.76
E01029938,80.83,4.62,30.54,33.94,9.2
E01029939,76.19,4.36,28.79,31.99,8.67
E01029940,73.87,4.22,27.91,31.02,8.41
E01029941,87.79,5.02,33.17,36.86,9.99
E01029942,76.24,4.36,28.81,32.01,8.68
E01029944,80.18,4.58,30.3,33.67,9.13
E01029945,114.34,6.54,43.2,48.01,13.02
E01029946,117.63,6.73,44.45,49.39,13.39
E01029947,121.62,6.95,45.96,51.07,13.84
E01029949,79.32,4.54,29.97,33.3,9.03
E01029950,100.04,5.72,37.8,42.0,11.39
E01029951,71.87,4.11,27.16,30.18,8.18
E01029952,64.59,3.69,24.41,27.12,7.35
E01029953,72.84,4.16,27.53,30.59,8.29
E01029954,116.17,6.64,43.9,48.78,13.22
E01029955,91.57,5.24,34.6,38.45,10.42
E01029956,72.74,4.16,27.48,30.54,8.28
E01029957,103.22,5.9,39.0,43.34,11.75
E01029958,80.81,6.05,27.66,46.36,7.84
E01029960,118.3,8.86,40.5,67.87,11.48
E01029961,92.12,6.9,31.54,52.85,8.94
E01029962,94.47,7.08,32.34,54.2,9.17
E01029963,88.63,6.64,30.34,50.85,8.6
E01029964,79.49,5.96,27.21,45.6,7.71
E01029965,84.9,6.36,29.06,48.71,8.24
E01029966,81.83,6.13,28.01,46.95,7.94
E01029967,76.36,5.72,26.14,43.81,7.41
E01029968,98.38,7.37,33.68,56.44,9.55
E01029969,78.22,5.86,26.78,44.88,7.59
E01029970,94.83,7.1,32.46,54.4,9.2
E01029971,87.13,6.53,29.83,49.99,8.46
E01029973,84.36,6.32,28.88,48.4,8.19
E01029974,84.18,6.31,28.82,48.29,8.17
E01029975,78.22,5.86,26.78,44.88,7.59
E01029976,84.84,6.36,29.04,48.67,8.23
E01029977,84.78,6.35,29.02,48.64,8.23
E01029978,74.37,5.57,25.46,42.67,7.22
E01029979,102.47,7.68,35.08,58.79,9.94
E01029980,94.05,7.05,32.2,53.95,9.13
E01029981,71.06,5.32,24.33,40.77,6.9
E01029982,84.18,6.31,28.82,48.29,8.17
E01029983,95.13,7.13,32.57,54.58,9.23
E01029984,90.68,6.79,31.04,52.02,8.8
E01029985,162.28,12.16,55.55,93.1,15.75
E01029986,90.98,6.82,31.15,52.19,8.83
E01029987,93.33,6.99,31.95,53.54,9.06
E01029988,129.67,9.71,44.39,74.39,12.58
E01029990,90.62,6.79,31.02,51.99,8.79
E01029991,87.85,6.58,30.07,50.4,8.53
E01029992,77.74,5.82,26.61,44.6,7.54
E01029994,90.92,6.81,31.12,52.16,8.82
E01029995,90.44,6.78,30.96,51.88,8.78
E01029996,97.78,7.33,33.47,56.1,9.49
E01029997,89.84,6.73,30.75,51.54,8.72
E01029998,108.55,8.13,37.16,62.27,10.53
E01029999,95.49,7.15,32.69,54.78,9.27
E01030000,92.0,6.89,31.5,52.78,8.93
E01030001,102.35,7.67,35.04,58.72,9.93
E01030002,115.47,8.65,39.53,66.24,11.21
E01030003,101.27,7.59,34.67,58.1,9.83
E01030004,74.85,5.61,25.62,42.94,7.26
E01030005,161.26,12.08,55.2,92.51,15.65
E01030006,108.85,8.16,37.26,62.45,10.56
E01030007,117.51,8.8,40.23,67.42,11.4
E01030008,79.25,5.94,27.13,45.46,7.69
E01030009,78.22,5.86,26.78,44.88,7.59
E01030010,122.57,9.18,41.96,70.32,11.89
E01030011,91.64,6.87,31.37,52.57,8.89
E01030012,71.66,5.37,24.53,41.11,6.95
E01030013,84.72,6.35,29.0,48.6,8.22
E01030014,81.71,6.12,27.97,46.88,7.93
E01030015,72.63,5.44,24.86,41.67,7.05
E01030016,76.54,5.73,26.2,43.91,7.43
E01030017,82.31,6.17,28.18,47.22,7.99
E01030018,87.43,6.55,29.93,50.16,8.48
E01030019,84.9,6.36,29.06,48.71,8.24
E01030020,82.49,6.18,28.24,47.33,8.01
E01030021,83.88,6.28,28.71,48.12,8.14
E01030022,137.43,10.3,47.05,78.84,13.34
E01030023,126.12,9.45,43.18,72.35,12.24
E01030024,164.27,12.31,56.23,94.24,15.94
E01030025,120.4,9.02,41.22,69.07,11.68
E01030026,105.9,7.93,36.25,60.76,10.28
E01030027,128.89,9.66,44.12,73.94,12.51
E01030028,95.61,7.16,32.73,54.85,9.28
E01030029,94.11,7.05,32.22,53.99,9.13
E01030030,123.53,9.26,42.29,70.87,11.99
E01030031,87.85,6.58,30.07,50.4,8.53
E01030032,92.72,6.95,31.74,53.2,9.0
E01030033,82.92,6.21,28.39,47.57,8.05
E01030034,75.64,5.67,25.89,43.39,7.34
E01030035,108.49,8.13,37.14,62.24,10.53
E01030036,104.58,7.83,35.8,60.0,10.15
E01030037,60.02,3.08,23.2,24.98,7.13
E01030038,61.8,3.17,23.88,25.72,7.34
E01030039,72.09,3.7,27.86,30.01,8.56
E01030040,59.93,3.08,23.16,24.94,7.12
E01030041,111.48,5.73,43.09,46.4,13.24
E01030042,78.06,4.01,30.17,32.49,9.27
E01030043,108.45,5.57,41.91,45.14,12.88
E01030044,61.99,3.18,23.96,25.8,7.36
E01030045,80.8,4.15,31.23,33.63,9.6
E01030046,86.23,4.43,33.33,35.89,10.24
E01030047,61.95,3.18,23.94,25.78,7.36
E01030048,117.16,6.02,45.28,48.76,13.92
E01030049,91.04,4.68,35.19,37.89,10.81
E01030050,112.78,5.79,43.59,46.94,13.4
E01030051,83.68,4.3,32.34,34.83,9.94
E01030052,113.12,5.81,43.72,47.08,13.44
E01030053,112.88,5.8,43.62,46.98,13.41
E01030054,71.66,3.68,27.69,29.83,8.51
E01030055,67.43,3.46,26.06,28.06,8.01
E01030056,110.28,5.66,42.62,45.9,13.1
E01030057,113.74,5.84,43.96,47.34,13.51
E01030058,99.75,5.12,38.55,41.52,11.85
E01030059,118.98,6.11,45.98,49.52,14.13
E01030060,76.71,3.94,29.65,31.93,9.11
E01030061,85.7,4.4,33.12,35.67,10.18
E01030062,71.23,3.66,27.53,29.65,8.46
E01030063,113.69,5.84,43.94,47.32,13.5
E01030064,118.17,6.07,45.67,49.18,14.04
E01030065,106.72,5.48,41.25,44.42,12.68
E01030066,72.38,3.72,27.97,30.13,8.6
E01030067,69.78,3.58,26.97,29.05,8.29
E01030068,86.76,4.46,33.53,36.11,10.31
E01030069,72.29,3.71,27.94,30.09,8.59
E01030070,101.57,5.22,39.26,42.28,12.06
E01030071,71.61,3.68,27.68,29.81,8.51
E01030072,87.96,4.52,34.0,36.61,10.45
E01030073,80.08,4.11,30.95,33.33,9.51
E01030075,92.39,4.74,35.71,38.45,10.97
E01030076,80.12,4.12,30.97,33.35,9.52
E01030077,71.03,3.65,27.45,29.57,8.44
E01030078,84.79,4.35,32.77,35.29,10.07
E01030079,81.62,4.19,31.54,33.97,9.69
E01030080,74.59,3.83,28.83,31.05,8.86
E01030081,119.66,6.15,46.25,49.8,14.21
E01030082,136.97,7.03,52.94,57.01,16.27
E01030083,116.87,6.0,45.17,48.64,13.88
E01030084,79.21,4.07,30.61,32.97,9.41
E01030085,83.2,4.27,32.16,34.63,9.88
E01030086,60.55,3.11,23.4,25.2,7.19
E01030087,65.41,3.36,25.28,27.22,7.77
E01030088,59.83,3.07,23.12,24.9,7.11
E01030089,103.64,5.32,40.06,43.14,12.31
E01030090,123.79,6.36,47.84,51.53,14.7
E01030091,105.38,6.03,39.82,44.25,12.0
E01030092,85.74,4.9,32.4,36.0,9.76
E01030093,84.77,4.85,32.03,35.59,9.65
E01030094,76.14,4.35,28.77,31.97,8.67
E01030095,65.83,3.76,24.87,27.64,7.49
E01030096,75.97,4.34,28.71,31.9,8.65
E01030097,64.59,3.69,24.41,27.12,7.35
E01030098,132.74,7.59,50.16,55.73,15.11
E01030099,106.46,6.09,40.23,44.7,12.12
E01030100,117.63,6.73,44.45,49.39,13.39
E01030101,116.87,6.68,44.16,49.07,13.3
E01030103,131.82,7.54,49.81,55.35,15.01
E01030104,130.36,7.45,49.26,54.74,14.84
E01030105,101.77,5.82,38.45,42.73,11.58
E01030106,139.43,7.97,52.69,58.54,15.87
E01030107,81.26,4.65,30.71,34.12,9.25
E01030108,100.8,5.76,38.09,42.32,11.47
E01030109,106.62,6.1,40.29,44.77,12.14
E01030110,157.67,9.01,59.58,66.2,17.95
E01030111,71.06,4.06,26.85,29.84,8.09
E01030112,94.0,5.37,35.52,39.47,10.7
E01030113,118.06,6.75,44.61,49.57,13.44
E01030114,88.11,5.04,33.3,37.0,10.03
E01030115,127.99,7.32,48.36,53.74,14.57
E01030116,121.89,6.97,46.06,51.18,13.87
E01030117,82.02,4.69,30.99,34.44,9.34
E01030118,83.96,4.8,31.73,35.25,9.56
E01030119,122.92,7.03,46.45,51.61,13.99
E01030120,161.5,9.23,61.02,67.81,18.38
E01030121,122.43,7.0,46.26,51.41,13.94
E01030122,116.71,6.67,44.1,49.01,13.29
E01030123,81.64,4.67,30.85,34.28,9.29
E01030124,82.72,4.73,31.26,34.73,9.42
E01030125,77.65,4.44,29.34,32.6,8.84
E01030127,63.78,3.65,24.1,26.78,7.26
E01030128,72.63,4.15,27.44,30.5,8.27
E01030129,73.65,4.21,27.83,30.93,8.38
E01030130,69.55,3.98,26.28,29.2,7.92
E01030131,71.77,4.1,27.12,30.13,8.17
E01030132,99.28,5.68,37.52,41.69,11.3
E01030133,75.27,4.3,28.44,31.61,8.57
E01030134,65.13,3.72,24.61,27.35,7.41
E01030135,89.95,5.14,33.99,37.77,10.24
E01030137,83.96,4.8,31.73,35.25,9.56
E01030138,126.21,7.22,47.69,52.99,14.37
E01030139,90.92,5.2,34.36,38.18,10.35
E01030140,63.24,3.62,23.9,26.55,7.2
E01030141,87.63,5.01,33.11,36.79,9.97
E01030142,92.7,5.3,35.03,38.92,10.55
E01030143,83.31,4.76,31.48,34.98,9.48
E01030144,66.05,3.78,24.96,27.73,7.52
E01030145,73.65,4.21,27.83,30.93,8.38
E01030146,78.62,4.5,29.71,33.01,8.95
E01030147,84.01,4.8,31.75,35.28,9.56
E01030148,67.34,3.85,25.45,28.28,7.67
E01030149,80.02,4.58,30.24,33.6,9.11
E01030150,119.63,6.84,45.2,50.23,13.62
E01030151,133.12,7.61,50.3,55.89,15.15
E01030152,92.52,4.48,36.98,44.9,10.92
E01030153,53.52,2.59,21.39,25.97,6.32
E01030154,99.63,4.83,39.81,48.35,11.76
E01030155,93.16,4.51,37.23,45.21,11.0
E01030158,63.25,3.07,25.28,30.69,7.47
E01030159,66.69,3.23,26.65,32.36,7.87
E01030160,69.9,3.39,27.94,33.92,8.25
E01030161,71.26,3.45,28.48,34.58,8.41
E01030162,69.77,3.38,27.88,33.85,8.23
E01030163,82.8,4.01,33.09,40.18,9.77
E01030164,70.17,3.4,28.04,34.05,8.28
E01030165,77.87,3.77,31.12,37.78,9.19
E01030166,69.68,3.38,27.84,33.81,8.22
E01030167,61.8,3.0,24.7,29.99,7.29
E01030168,68.45,3.32,27.36,33.22,8.08
E01030169,66.01,3.2,26.38,32.03,7.79
E01030170,80.81,3.92,32.29,39.21,9.54
E01030171,86.69,4.2,34.64,42.07,10.23
E01030172,91.62,4.44,36.61,44.46,10.81
E01030173,94.2,4.57,37.64,45.71,11.12
E01030174,63.48,3.08,25.37,30.8,7.49
E01030175,111.75,5.42,44.66,54.23,13.19
E01030176,90.62,4.39,36.22,43.98,10.7
E01030179,130.71,6.33,52.24,63.43,15.43
E01030180,65.06,3.15,26.0,31.57,7.68
E01030181,91.89,4.45,36.72,44.59,10.85
E01030183,90.99,4.41,36.36,44.15,10.74
E01030184,83.88,4.07,33.52,40.71,9.9
E01030185,95.01,4.6,37.97,46.11,11.21
E01030186,74.43,3.61,29.74,36.12,8.78
E01030187,71.4,3.46,28.53,34.65,8.43
E01030188,78.5,3.8,31.37,38.09,9.26
E01030189,76.33,3.7,30.5,37.04,9.01
E01030190,104.56,5.07,41.79,50.74,12.34
E01030191,72.39,3.51,28.93,35.13,8.54
E01030192,60.81,2.95,24.3,29.51,7.18
E01030193,89.31,4.33,35.69,43.34,10.54
E01030194,81.89,3.97,32.73,39.74,9.67
E01030195,74.29,3.6,29.69,36.05,8.77
E01030196,70.26,3.41,28.08,34.1,8.29
E01030197,84.43,4.09,33.74,40.97,9.96
E01030198,60.4,2.93,24.14,29.31,7.13
E01030199,80.85,3.92,32.31,39.23,9.54
E01030200,103.2,5.0,41.24,50.08,12.18
E01030201,95.65,4.64,38.22,46.41,11.29
E01030203,92.8,4.5,37.08,45.03,10.95
E01030204,89.49,4.34,35.76,43.43,10.56
E01030205,62.3,3.02,24.9,30.23,7.35
E01030206,67.28,3.26,26.89,32.65,7.94
E01030207,71.67,3.47,28.64,34.78,8.46
E01030208,58.68,2.84,23.45,28.48,6.93
E01030209,101.03,4.9,40.37,49.03,11.92
E01030210,112.66,5.46,45.02,54.67,13.3
E01030211,92.03,4.46,36.78,44.66,10.86
E01030212,91.76,4.45,36.67,44.53,10.83
E01030214,57.05,2.77,22.8,27.69,6.73
