LSOA Code,nc_atmn_2021,nc_sprng_2021,nc_smmr_2021,nc_wntr_2021,nc_wntr_2022
E01003335,40.85,3.4,45.9,73.97,11.24
E01003336,42.14,3.51,47.35,76.31,11.6
E01003337,46.49,3.87,52.23,84.17,12.79
E01003338,59.97,4.99,67.38,108.58,16.5
E01003339,50.25,4.19,56.46,90.99,13.83
E01003340,55.22,4.6,62.05,99.99,15.2
E01003341,42.26,3.52,47.48,76.52,11.63
E01003342,49.88,4.15,56.04,90.31,13.72
E01003343,43.93,3.66,49.36,79.54,12.09
E01003344,51.92,4.32,58.34,94.01,14.29
E01003345,60.2,5.01,67.64,109.0,16.56
E01003346,47.12,3.92,52.94,85.31,12.96
E01003347,53.41,4.45,60.02,96.71,14.7
E01003348,48.44,4.03,54.43,87.71,13.33
E01003349,47.64,3.97,53.52,86.25,13.11
E01003350,36.22,3.02,40.7,65.59,9.97
E01003351,44.7,3.72,50.23,80.94,12.3
E01003352,68.91,5.74,77.43,124.77,18.96
E01003353,52.26,4.35,58.72,94.63,14.38
E01003354,57.87,4.82,65.02,104.78,15.92
E01003355,70.17,6.51,53.33,95.44,13.89
E01003356,72.38,6.72,55.01,98.44,14.33
E01003357,69.42,6.44,52.76,94.41,13.74
E01003358,79.93,7.42,60.74,108.71,15.83
E01003359,73.01,6.78,55.49,99.3,14.46
E01003360,72.62,6.74,55.19,98.77,14.38
E01003361,66.61,6.18,50.62,90.6,13.19
E01003362,51.84,4.81,39.39,70.5,10.26
E01003363,63.26,5.87,48.07,86.03,12.52
E01003364,68.83,6.39,52.31,93.61,13.63
E01003365,54.45,5.05,41.38,74.05,10.78
E01003366,66.81,6.2,50.77,90.87,13.23
E01003367,108.81,10.1,82.69,147.99,21.54
E01003368,60.13,5.58,45.7,81.79,11.91
E01003369,65.47,6.08,49.75,89.04,12.96
E01003370,78.9,7.32,59.96,107.31,15.62
E01003371,58.36,5.42,44.35,79.37,11.55
E01003372,59.66,5.54,45.34,81.14,11.81
E01003373,56.34,5.23,42.82,76.63,11.16
E01003374,67.6,6.27,51.37,91.94,13.38
E01003375,68.55,6.36,52.1,93.23,13.57
E01003376,57.96,5.38,44.05,78.83,11.48
E01003377,62.74,5.82,47.68,85.33,12.42
E01003378,86.65,8.04,65.85,117.84,17.15
E01003379,75.15,6.97,57.11,102.21,14.88
E01003380,72.74,6.75,55.28,98.93,14.4
E01003381,60.17,5.58,45.73,81.84,11.91
E01003382,67.01,6.22,50.92,91.14,13.27
E01003383,67.76,6.29,51.49,92.16,13.42
E01003384,65.63,6.09,49.87,89.26,12.99
E01003385,67.01,6.22,50.92,91.14,13.27
E01003386,88.23,8.19,67.05,119.99,17.47
E01003387,73.88,6.86,56.15,100.49,14.63
E01003388,60.02,5.57,45.61,81.63,11.88
E01003389,67.72,6.28,51.46,92.1,13.41
E01003390,69.34,6.44,52.7,94.31,13.73
E01003391,51.28,4.76,38.97,69.75,10.15
E01003392,51.36,4.77,39.03,69.86,10.17
E01003393,59.34,5.51,45.1,80.71,11.75
E01003394,77.04,7.15,58.55,104.79,15.25
E01003395,61.91,5.75,47.05,84.2,12.26
E01003396,60.49,5.61,45.97,82.27,11.98
E01003397,59.3,5.5,45.07,80.66,11.74
E01003398,76.18,7.07,57.89,103.6,15.08
E01003399,53.58,4.97,40.72,72.87,10.61
E01003400,56.58,5.25,43.0,76.95,11.2
E01003401,57.72,5.36,43.87,78.51,11.43
E01003402,67.01,6.22,50.92,91.14,13.27
E01003403,60.85,5.65,46.24,82.75,12.05
E01003404,72.42,6.72,55.04,98.5,14.34
E01003405,85.86,7.97,65.25,116.77,17.0
E01003406,60.89,5.65,46.27,82.81,12.05
E01003407,80.13,7.44,60.89,108.98,15.86
E01003408,76.77,7.12,58.34,104.41,15.2
E01003409,67.25,6.24,51.1,91.46,13.31
E01003410,63.77,5.92,48.46,86.73,12.63
E01003411,76.25,7.08,57.95,103.71,15.1
E01003412,63.97,5.94,48.61,87.0,12.66
E01003413,76.37,7.09,58.04,103.87,15.12
E01003414,60.29,5.6,45.82,82.0,11.94
E01003415,78.98,7.33,60.02,107.42,15.64
E01003416,57.45,5.33,43.66,78.13,11.37
E01003417,59.94,5.56,45.55,81.52,11.87
E01003418,53.54,4.97,40.69,72.81,10.6
E01003419,68.08,6.32,51.74,92.59,13.48
E01003420,52.03,4.83,39.54,70.77,10.3
E01003421,63.81,5.92,48.49,86.78,12.63
E01003422,53.81,4.99,40.9,73.19,10.65
E01003423,65.98,6.12,50.14,89.74,13.06
E01003424,57.01,5.29,43.33,77.54,11.29
E01003425,59.66,5.54,45.34,81.14,11.81
E01003426,69.93,6.49,53.15,95.11,13.85
E01003427,76.85,7.13,58.4,104.52,15.21
E01003428,59.27,5.5,45.04,80.6,11.73
E01003429,56.22,5.22,42.73,76.47,11.13
E01003430,59.46,5.52,45.19,80.87,11.77
E01003431,61.64,5.72,46.84,83.83,12.2
E01003432,56.3,5.23,42.79,76.57,11.15
E01003433,61.24,5.68,46.54,83.29,12.13
E01003434,60.1,5.58,45.67,81.73,11.9
E01003435,75.62,7.02,57.47,102.85,14.97
E01003436,60.73,5.64,46.15,82.59,12.02
E01003437,75.23,6.98,57.17,102.31,14.89
E01003438,67.36,6.25,51.19,91.62,13.34
E01003439,60.25,5.59,45.79,81.95,11.93
E01003440,61.2,5.68,46.51,83.24,12.12
E01003441,68.91,6.39,52.37,93.72,13.64
E01003442,63.53,5.9,48.28,86.41,12.58
E01003443,65.63,6.09,49.87,89.26,12.99
E01003444,64.05,5.94,48.67,87.11,12.68
E01003445,67.92,6.3,51.62,92.37,13.45
E01003446,74.12,6.88,56.33,100.81,14.68
E01003447,61.79,5.73,46.96,84.04,12.23
E01003448,84.24,7.82,64.02,114.57,16.68
E01003449,72.7,6.75,55.25,98.87,14.39
E01003450,61.95,5.75,47.08,84.26,12.27
E01003451,65.47,6.08,49.75,89.04,12.96
E01003452,78.86,7.32,59.93,107.26,15.61
E01003453,70.45,6.54,53.54,95.81,13.95
E01003454,53.5,4.96,40.66,72.76,10.59
E01003455,66.42,6.16,50.47,90.33,13.15
E01003456,68.59,6.37,52.13,93.29,13.58
E01003457,63.97,5.94,48.61,87.0,12.66
E01003458,65.63,6.09,49.87,89.26,12.99
E01003459,83.37,7.74,63.36,113.38,16.51
E01003460,61.52,5.71,46.75,83.67,12.18
E01003461,55.91,5.19,42.49,76.04,11.07
E01003462,56.22,5.22,42.73,76.47,11.13
E01003463,57.72,5.36,43.87,78.51,11.43
E01003464,53.69,4.98,40.81,73.03,10.63
E01003465,47.29,4.39,35.94,64.32,9.36
E01003466,67.64,6.28,51.4,92.0,13.39
E01003467,68.63,6.37,52.16,93.34,13.59
E01003468,63.49,5.89,48.25,86.35,12.57
E01003469,57.92,5.38,44.02,78.78,11.47
E01003470,70.17,6.51,53.33,95.44,13.89
E01003471,65.98,6.12,50.14,89.74,13.06
E01003472,51.84,4.81,39.39,70.5,10.26
E01003473,53.06,4.92,40.33,72.17,10.51
E01003474,48.44,4.5,36.81,65.88,9.59
E01003475,112.41,10.43,85.42,152.88,22.26
E01003476,51.28,4.76,38.97,69.75,10.15
E01003477,62.31,5.78,47.35,84.74,12.34
E01003478,66.93,6.21,50.86,91.03,13.25
E01003479,42.59,6.23,42.71,114.73,9.24
E01003480,57.97,8.47,58.13,156.14,12.57
E01003481,43.39,6.34,43.51,116.87,9.41
E01003482,99.95,14.61,100.23,269.23,21.68
E01003483,39.31,5.75,39.42,105.9,8.53
E01003484,43.6,6.37,43.72,117.44,9.46
E01003485,42.07,6.15,42.18,113.31,9.13
E01003486,31.67,4.63,31.76,85.3,6.87
E01003487,34.21,5.0,34.3,92.14,7.42
E01003488,51.38,7.51,51.52,138.39,11.15
E01003489,55.72,8.15,55.87,150.08,12.09
E01003490,51.09,7.47,51.23,137.61,11.08
E01003491,59.26,8.66,59.43,159.63,12.86
E01003492,54.9,8.03,55.05,147.87,11.91
E01003493,71.17,10.4,71.36,191.7,15.44
E01003494,62.01,9.07,62.18,167.04,13.45
E01003495,57.83,8.45,57.99,155.78,12.55
E01003496,37.67,5.51,37.78,101.48,8.17
E01003497,47.38,6.93,47.51,127.63,10.28
E01003498,50.43,7.37,50.57,135.83,10.94
E01003499,70.32,10.28,70.52,189.41,15.26
E01003500,59.16,8.65,59.32,159.34,12.83
E01003501,65.53,9.58,65.71,176.52,14.22
E01003502,61.19,8.95,61.36,164.83,13.28
E01003503,74.63,10.91,74.84,201.03,16.19
E01003506,31.11,4.55,31.2,83.8,6.75
E01003507,68.23,9.97,68.42,183.78,14.8
E01003508,61.48,8.99,61.65,165.61,13.34
E01003509,59.21,8.66,59.37,159.48,12.84
E01003511,46.14,6.74,46.27,124.28,10.01
E01003512,50.21,7.34,50.35,135.26,10.89
E01003513,42.44,6.2,42.55,114.3,9.21
E01003514,38.81,5.67,38.92,104.54,8.42
E01003515,46.56,6.81,46.69,125.42,10.1
E01003516,47.22,6.9,47.36,127.2,10.24
E01003517,41.72,6.1,41.84,112.38,9.05
E01003518,43.89,6.42,44.01,118.22,9.52
E01003519,42.41,6.2,42.53,114.23,9.2
E01003520,60.74,8.88,60.91,163.62,13.18
E01003521,67.78,9.91,67.97,182.57,14.7
E01003522,54.0,7.89,54.15,145.45,11.71
E01003523,54.1,7.91,54.25,145.73,11.74
E01003524,56.03,8.19,56.19,150.93,12.16
E01003525,57.78,8.45,57.94,155.64,12.53
E01003526,50.35,7.36,50.49,135.61,10.92
E01003527,52.59,7.69,52.74,141.67,11.41
E01003528,37.89,5.54,37.99,102.05,8.22
E01003529,66.38,9.7,66.56,178.8,14.4
E01003530,48.26,7.05,48.39,129.98,10.47
E01003531,58.39,8.54,58.55,157.28,12.67
E01003532,59.47,8.69,59.64,160.2,12.9
E01003533,58.34,8.53,58.5,157.13,12.66
E01003534,64.55,9.44,64.73,173.88,14.0
E01003535,46.27,6.76,46.4,124.64,10.04
E01003536,55.13,8.06,55.29,148.51,11.96
E01003537,59.0,8.62,59.16,158.91,12.8
E01003538,56.91,8.32,57.06,153.28,12.35
E01003539,64.58,9.44,64.76,173.95,14.01
E01003540,53.71,7.85,53.85,144.66,11.65
E01003541,56.09,8.2,56.24,151.08,12.17
E01003542,56.17,8.21,56.32,151.29,12.18
E01003543,64.47,9.43,64.65,173.67,13.99
E01003544,50.48,7.38,50.62,135.97,10.95
E01003545,47.7,6.97,47.83,128.49,10.35
E01003546,47.01,6.87,47.14,126.63,10.2
E01003547,51.51,7.53,51.65,138.75,11.17
E01003548,63.31,9.25,63.48,170.53,13.73
E01003549,58.39,8.54,58.55,157.28,12.67
E01003550,48.34,7.07,48.47,130.2,10.49
E01003551,50.06,7.32,50.19,134.83,10.86
E01003552,45.95,6.72,46.08,123.78,9.97
E01003553,48.49,7.09,48.63,130.62,10.52
E01003554,53.28,7.79,53.43,143.52,11.56
E01003555,49.63,7.26,49.77,133.69,10.77
E01003556,56.19,8.21,56.35,151.36,12.19
E01003557,58.12,8.5,58.29,156.56,12.61
E01003558,45.08,6.59,45.21,121.43,9.78
E01003559,68.5,10.01,68.68,184.5,14.86
E01003560,48.04,7.02,48.18,129.41,10.42
E01003561,52.75,7.71,52.9,142.1,11.44
E01003562,58.81,8.6,58.97,158.42,12.76
E01003563,62.01,9.07,62.18,167.04,13.45
E01003564,67.83,9.92,68.02,182.72,14.72
E01003565,53.04,7.75,53.19,142.88,11.51
E01003566,52.94,7.74,53.09,142.6,11.48
E01003567,50.4,7.37,50.54,135.75,10.93
E01003568,61.54,9.0,61.71,165.76,13.35
E01003569,54.24,7.93,54.39,146.09,11.77
E01003570,52.2,7.63,52.34,140.6,11.32
E01003571,56.59,8.27,56.75,152.43,12.28
E01003572,46.75,6.83,46.88,125.92,10.14
E01003573,57.89,8.46,58.05,155.92,12.56
E01003574,68.18,9.97,68.37,183.64,14.79
E01003575,45.61,6.67,45.74,122.86,9.89
E01003576,53.89,7.88,54.04,145.16,11.69
E01003577,57.54,8.41,57.7,155.0,12.48
E01003578,57.44,8.4,57.6,154.71,12.46
E01003579,50.72,7.41,50.86,136.61,11.0
E01003580,52.36,7.65,52.5,141.03,11.36
E01003581,50.69,7.41,50.83,136.54,11.0
E01003582,47.78,6.98,47.91,128.7,10.37
E01003583,49.87,7.29,50.01,134.33,10.82
E01003584,50.5,7.38,50.64,136.04,10.96
E01003585,41.99,6.14,42.1,113.09,9.11
E01003586,50.53,7.39,50.67,136.11,10.96
E01003587,66.17,9.67,66.35,178.23,14.35
E01003588,45.16,6.6,45.29,121.64,9.8
E01003589,50.85,7.43,50.99,136.97,11.03
E01003590,41.72,6.1,41.84,112.38,9.05
E01003591,61.96,9.06,62.13,166.9,13.44
E01003592,48.94,7.15,49.08,131.83,10.62
E01003593,41.75,6.1,41.86,112.45,9.06
E01003594,48.36,7.07,48.5,130.27,10.49
E01003595,47.49,6.94,47.62,127.92,10.3
E01003596,51.14,7.48,51.28,137.75,11.09
E01003597,42.09,6.15,42.21,113.38,9.13
E01003598,53.26,7.79,53.4,143.45,11.55
E01003599,42.78,6.25,42.9,115.23,9.28
E01003600,45.93,6.71,46.06,123.71,9.96
E01003601,58.63,8.57,58.79,157.92,12.72
E01003602,55.27,8.08,55.42,148.87,11.99
E01003603,53.89,7.88,54.04,145.16,11.69
E01003604,61.7,9.02,61.87,166.18,13.38
E01003605,60.53,8.85,60.7,163.05,13.13
E01003606,77.75,11.37,77.97,209.44,16.87
E01003607,48.71,7.12,48.84,131.19,10.57
E01003608,58.36,8.53,58.52,157.2,12.66
E01003609,121.12,17.71,121.45,326.24,26.27
E01003611,54.18,7.92,54.33,145.94,11.75
E01003615,51.54,7.53,51.68,138.82,11.18
E01003616,48.76,7.13,48.89,131.34,10.58
E01003617,90.74,13.27,91.0,244.43,19.69
E01003618,59.29,8.67,59.45,159.7,12.86
E01003619,71.14,10.4,71.34,191.62,15.43
E01003621,42.94,6.28,43.06,115.66,9.31
E01003622,47.62,6.96,47.75,128.27,10.33
E01003623,47.97,7.01,48.1,129.2,10.41
E01003624,46.11,6.74,46.24,124.21,10.0
E01003625,47.57,6.95,47.7,128.13,10.32
E01003626,43.68,6.39,43.8,117.65,9.48
E01003627,39.82,5.82,39.93,107.25,8.64
E01003628,45.5,6.65,45.63,122.57,9.87
E01003629,42.17,6.16,42.29,113.59,9.15
E01003630,54.74,8.0,54.89,147.44,11.87
E01003631,47.49,6.94,47.62,127.92,10.3
E01003632,69.16,10.11,69.35,186.28,15.0
E01003633,49.1,7.18,49.24,132.26,10.65
E01003634,48.07,7.03,48.2,129.48,10.43
E01003635,53.04,7.75,53.19,142.88,11.51
E01003636,53.89,7.88,54.04,145.16,11.69
E01003637,48.15,7.04,48.28,129.7,10.45
E01003638,64.71,7.57,47.41,138.21,12.04
E01003639,73.9,8.65,54.15,157.85,13.75
E01003640,66.24,7.75,48.54,141.48,12.33
E01003641,61.71,7.22,45.22,131.81,11.48
E01003642,64.71,7.57,47.41,138.21,12.04
E01003643,70.0,8.19,51.29,149.52,13.03
E01003644,56.21,6.58,41.19,120.06,10.46
E01003645,104.93,12.28,76.89,224.13,19.53
E01003646,72.13,8.44,52.85,154.06,13.42
E01003647,74.04,8.67,54.25,158.15,13.78
E01003648,52.59,6.16,38.53,112.32,9.79
E01003649,54.85,6.42,40.19,117.16,10.21
E01003650,55.79,6.53,40.88,119.17,10.38
E01003651,51.58,6.04,37.79,110.17,9.6
E01003652,57.15,6.69,41.88,122.07,10.64
E01003653,65.75,7.7,48.18,140.44,12.24
E01003654,56.0,6.55,41.03,119.61,10.42
E01003655,54.89,6.42,40.22,117.23,10.21
E01003656,55.62,6.51,40.75,118.8,10.35
E01003657,78.43,9.18,57.47,167.52,14.6
E01003658,59.69,6.99,43.74,127.5,11.11
E01003659,60.74,7.11,44.5,129.73,11.3
E01003660,61.57,7.21,45.12,131.52,11.46
E01003661,68.71,8.04,50.35,146.77,12.79
E01003662,80.48,9.42,58.97,171.91,14.98
E01003663,63.18,7.39,46.29,134.94,11.76
E01003664,60.01,7.02,43.97,128.17,11.17
E01003665,59.14,6.92,43.33,126.31,11.0
E01003666,101.1,11.83,74.08,215.95,18.81
E01003668,62.06,7.26,45.47,132.56,11.55
E01003669,56.31,6.59,41.26,120.28,10.48
E01003670,52.62,6.16,38.56,112.4,9.79
E01003671,50.67,5.93,37.13,108.23,9.43
E01003672,62.72,7.34,45.96,133.97,11.67
E01003673,68.71,8.04,50.35,146.77,12.79
E01003674,91.35,10.69,66.94,195.12,17.0
E01003675,59.34,6.95,43.48,126.76,11.04
E01003676,62.93,7.37,46.11,134.42,11.71
E01003677,57.74,6.76,42.31,123.33,10.75
E01003678,56.07,6.56,41.09,119.76,10.43
E01003679,58.09,6.8,42.57,124.08,10.81
E01003680,64.01,7.49,46.9,136.72,11.91
E01003681,65.79,7.7,48.2,140.52,12.24
E01003682,60.49,7.08,44.33,129.21,11.26
E01003683,80.76,9.45,59.18,172.5,15.03
E01003684,70.45,8.25,51.62,150.49,13.11
E01003685,69.93,8.19,51.24,149.37,13.01
E01003686,74.08,8.67,54.28,158.22,13.79
E01003688,72.16,8.45,52.87,154.13,13.43
E01003689,79.4,9.29,58.18,169.6,14.78
E01003690,81.49,9.54,59.71,174.07,15.17
E01003691,50.05,5.86,36.67,106.89,9.31
E01003692,57.64,6.75,42.23,123.11,10.73
E01003693,56.31,6.59,41.26,120.28,10.48
E01003694,49.11,5.75,35.98,104.89,9.14
E01003695,58.33,6.83,42.74,124.6,10.86
E01003696,68.92,8.07,50.5,147.21,12.83
E01003697,57.88,6.78,42.41,123.63,10.77
E01003698,48.44,5.67,35.5,103.47,9.02
E01003699,57.74,6.76,42.31,123.33,10.75
E01003700,80.87,9.47,59.25,172.73,15.05
E01003701,66.97,7.84,49.07,143.05,12.46
E01003702,73.62,8.62,53.95,157.25,13.7
E01003703,90.27,10.57,66.14,192.81,16.8
E01003704,61.57,7.21,45.12,131.52,11.46
E01003705,82.47,9.65,60.43,176.15,15.35
E01003706,60.91,7.13,44.63,130.1,11.34
E01003707,48.2,5.64,35.32,102.95,8.97
E01003708,61.47,7.19,45.04,131.29,11.44
E01003709,58.54,6.85,42.9,125.04,10.89
E01003710,52.38,6.13,38.38,111.88,9.75
E01003711,62.83,7.35,46.04,134.19,11.69
E01003712,42.38,4.96,31.06,90.53,7.89
E01003713,61.02,7.14,44.71,130.33,11.35
E01003714,77.42,9.06,56.73,165.36,14.41
E01003715,77.45,9.07,56.75,165.44,14.41
E01003716,65.79,7.7,48.2,140.52,12.24
E01003718,73.87,8.65,54.13,157.77,13.75
E01003719,78.26,9.16,57.34,167.15,14.56
E01003720,64.92,7.6,47.57,138.66,12.08
E01003721,64.99,7.61,47.62,138.81,12.09
E01003722,76.48,8.95,56.04,163.35,14.23
E01003723,65.75,7.7,48.18,140.44,12.24
E01003724,49.59,5.8,36.34,105.93,9.23
E01003725,54.64,6.4,40.04,116.71,10.17
E01003726,68.57,8.03,50.25,146.47,12.76
E01003727,60.56,7.09,44.38,129.36,11.27
E01003728,129.87,15.2,95.16,277.39,24.17
E01003729,66.24,7.75,48.54,141.48,12.33
E01003730,60.74,7.11,44.5,129.73,11.3
E01003731,53.39,6.25,39.12,114.04,9.94
E01003732,63.52,7.44,46.55,135.68,11.82
E01003733,64.22,7.52,47.06,137.17,11.95
E01003734,71.57,8.38,52.44,152.87,13.32
E01003735,86.2,10.09,63.16,184.11,16.04
E01003736,62.41,7.31,45.73,133.3,11.61
E01003737,66.0,7.72,48.36,140.96,12.28
E01003738,80.41,9.41,58.92,171.76,14.96
E01003739,84.45,9.89,61.88,180.39,15.72
E01003740,78.67,9.21,57.65,168.04,14.64
E01003741,67.56,7.91,49.51,144.31,12.57
E01003742,83.9,9.82,61.47,179.2,15.61
E01003743,65.72,7.69,48.15,140.37,12.23
E01003744,47.82,5.6,35.04,102.13,8.9
E01003745,47.36,5.54,34.71,101.17,8.81
E01003746,53.56,6.27,39.25,114.41,9.97
E01003747,44.33,5.19,32.49,94.69,8.25
E01003748,56.45,6.61,41.37,120.58,10.51
E01003749,57.88,6.78,42.41,123.63,10.77
E01003750,61.92,7.25,45.37,132.26,11.52
E01003751,74.6,8.73,54.66,159.34,13.88
E01003752,101.17,11.84,74.13,216.09,18.83
E01003753,75.57,8.85,55.38,161.42,14.06
E01003754,56.28,6.59,41.24,120.21,10.47
E01003755,70.84,8.29,51.91,151.3,13.18
E01003756,76.93,9.0,56.37,164.32,14.32
E01003757,72.58,8.5,53.18,155.02,13.51
E01003758,99.08,11.6,72.6,211.63,18.44
E01003759,53.84,6.3,39.45,115.0,10.02
E01003760,68.33,8.0,50.07,145.95,12.72
E01003761,63.42,7.42,46.47,135.46,11.8
E01003762,60.39,7.07,44.25,128.99,11.24
E01003763,71.85,8.41,52.65,153.46,13.37
E01003764,76.58,8.96,56.12,163.58,14.25
E01003765,68.92,8.07,50.5,147.21,12.83
E01003766,63.04,7.38,46.19,134.64,11.73
E01003767,71.32,8.35,52.26,152.34,13.27
E01003768,65.75,7.7,48.18,140.44,12.24
E01003769,71.12,8.32,52.11,151.9,13.23
E01003770,105.91,12.4,77.6,226.21,19.71
E01003771,71.95,8.42,52.72,153.68,13.39
E01003772,61.68,7.22,45.19,131.74,11.48
E01003773,65.23,7.64,47.8,139.33,12.14
E01003774,65.26,7.64,47.82,139.4,12.15
E01003775,61.09,7.15,44.76,130.47,11.37
E01003776,61.78,7.23,45.27,131.96,11.5
E01003777,60.7,7.11,44.48,129.66,11.3
E01003778,70.77,8.28,51.85,151.15,13.17
E01003779,54.22,6.35,39.73,115.82,10.09
E01003780,52.8,6.18,38.69,112.77,9.83
E01003781,68.05,7.97,49.86,145.35,12.66
E01003782,65.93,7.72,48.31,140.81,12.27
E01003783,91.87,10.75,67.32,196.23,17.1
E01003784,72.4,8.47,53.05,154.65,13.47
E01003785,80.31,9.4,58.85,171.54,14.95
E01003786,53.04,6.21,38.87,113.29,9.87
E01003787,55.41,6.49,40.6,118.35,10.31
E01003788,77.63,9.09,56.88,165.81,14.45
E01003789,49.0,5.74,35.9,104.66,9.12
E01003790,48.79,5.71,35.75,104.22,9.08
E01003791,52.48,6.14,38.46,112.1,9.77
E01003792,50.5,5.91,37.0,107.86,9.4
E01003793,56.49,6.61,41.39,120.66,10.51
E01003794,54.43,6.37,39.89,116.27,10.13
E01003795,42.98,5.03,31.49,91.79,8.0
E01003796,53.88,6.31,39.48,115.08,10.03
E01003797,74.72,4.28,42.94,48.42,12.82
E01003798,78.51,4.49,45.12,50.88,13.47
E01003799,87.25,4.99,50.14,56.54,14.97
E01003800,74.4,4.26,42.76,48.21,12.77
E01003801,70.24,4.02,40.37,45.52,12.05
E01003802,69.61,3.98,40.01,45.11,11.94
E01003803,78.72,4.5,45.24,51.01,13.51
E01003804,93.99,5.38,54.02,60.91,16.13
E01003805,83.93,4.8,48.24,54.39,14.4
E01003806,84.09,4.81,48.33,54.49,14.43
E01003807,106.63,6.1,61.28,69.1,18.29
E01003808,101.1,5.78,58.1,65.51,17.35
E01003809,89.04,5.09,51.17,57.7,15.28
E01003810,84.3,4.82,48.45,54.63,14.46
E01003811,95.88,5.49,55.11,62.14,16.45
E01003812,100.04,5.72,57.5,64.83,17.16
E01003813,86.2,4.93,49.54,55.86,14.79
E01003814,91.93,5.26,52.84,59.58,15.77
E01003815,102.99,5.89,59.19,66.74,17.67
E01003816,98.41,5.63,56.56,63.77,16.88
E01003817,111.84,6.4,64.27,72.48,19.19
E01003818,86.93,4.97,49.96,56.34,14.92
E01003819,92.3,5.28,53.05,59.82,15.84
E01003820,109.15,6.25,62.73,70.74,18.73
E01003821,94.83,5.43,54.5,61.45,16.27
E01003822,72.4,4.14,41.61,46.92,12.42
E01003823,90.35,5.17,51.93,58.55,15.5
E01003824,84.56,4.84,48.6,54.8,14.51
E01003825,93.3,5.34,53.62,60.46,16.01
E01003826,99.2,5.68,57.01,64.29,17.02
E01003827,102.04,5.84,58.65,66.13,17.51
E01003828,76.03,4.35,43.7,49.27,13.05
E01003829,85.62,4.9,49.2,55.48,14.69
E01003830,94.57,5.41,54.35,61.28,16.23
E01003831,88.62,5.07,50.93,57.43,15.2
E01003832,74.98,4.29,43.09,48.59,12.86
E01003833,74.03,4.24,42.55,47.98,12.7
E01003834,116.1,6.64,66.73,75.24,19.92
E01003835,85.67,4.9,49.24,55.52,14.7
E01003836,75.88,4.34,43.61,49.17,13.02
E01003837,107.47,6.15,61.76,69.64,18.44
E01003838,97.2,5.56,55.86,62.99,16.68
E01003839,118.89,6.8,68.33,77.05,20.4
E01003840,89.88,5.14,51.66,58.25,15.42
E01003841,112.47,6.44,64.64,72.88,19.3
E01003842,88.46,5.06,50.84,57.33,15.18
E01003843,111.84,6.4,64.27,72.48,19.19
E01003844,76.19,4.36,43.79,49.37,13.07
E01003845,86.67,4.96,49.81,56.17,14.87
E01003846,90.72,5.19,52.14,58.79,15.57
E01003847,87.77,5.02,50.45,56.88,15.06
E01003848,97.88,5.6,56.26,63.43,16.79
E01003849,81.35,4.66,46.75,52.72,13.96
E01003851,86.67,4.96,49.81,56.17,14.87
E01003852,72.98,4.18,41.94,47.29,12.52
E01003853,80.46,4.6,46.24,52.14,13.8
E01003854,77.45,4.43,44.51,50.19,13.29
E01003855,102.83,5.88,59.1,66.64,17.64
E01003856,85.88,4.91,49.36,55.65,14.73
E01003857,108.36,6.2,62.28,70.22,18.59
E01003858,86.04,4.92,49.45,55.76,14.76
E01003859,85.93,4.92,49.39,55.69,14.74
E01003860,98.99,5.66,56.89,64.15,16.98
E01003861,110.63,6.33,63.58,71.69,18.98
E01003862,93.46,5.35,53.71,60.57,16.04
E01003863,74.87,4.28,43.03,48.52,12.85
E01003864,84.93,4.86,48.81,55.04,14.57
E01003865,79.09,4.53,45.45,51.25,13.57
E01003866,90.57,5.18,52.05,58.69,15.54
E01003867,80.98,4.63,46.54,52.48,13.89
E01003868,81.35,4.66,46.75,52.72,13.96
E01003869,89.67,5.13,51.53,58.11,15.38
E01003870,112.63,6.44,64.73,72.99,19.32
E01003871,94.78,5.42,54.47,61.42,16.26
E01003872,85.25,4.88,48.99,55.24,14.63
E01003873,92.51,5.29,53.17,59.95,15.87
E01003874,88.83,5.08,51.05,57.56,15.24
E01003875,90.83,5.2,52.2,58.86,15.58
E01003876,104.57,5.98,60.1,67.77,17.94
E01003877,94.94,5.43,54.56,61.52,16.29
E01003878,75.77,4.34,43.55,49.1,13.0
E01003879,99.36,5.69,57.1,64.39,17.05
E01003880,78.98,4.52,45.39,51.18,13.55
E01003881,72.93,4.17,41.91,47.26,12.51
E01003882,105.62,6.04,60.7,68.45,18.12
E01003883,107.52,6.15,61.79,69.68,18.45
E01003884,95.46,5.46,54.86,61.86,16.38
E01003885,80.82,4.62,46.45,52.38,13.87
E01003886,90.41,5.17,51.96,58.59,15.51
E01003887,93.94,5.38,53.99,60.87,16.12
E01003888,109.15,6.25,62.73,70.74,18.73
E01003889,87.99,5.03,50.57,57.02,15.1
E01003890,88.51,5.06,50.87,57.36,15.19
E01003891,95.78,5.48,55.05,62.07,16.43
E01003892,115.05,6.58,66.12,74.56,19.74
E01003893,89.78,5.14,51.6,58.18,15.4
E01003894,90.78,5.19,52.17,58.83,15.57
E01003895,94.04,5.38,54.05,60.94,16.13
E01003896,107.68,6.16,61.88,69.78,18.47
E01003897,100.73,5.76,57.89,65.28,17.28
E01003898,87.56,5.01,50.32,56.75,15.02
E01003899,78.09,4.47,44.88,50.6,13.4
E01003900,82.46,4.72,47.39,53.44,14.15
E01003901,90.99,5.21,52.29,58.96,15.61
E01003902,69.5,3.98,39.94,45.04,11.92
E01003903,87.25,4.99,50.14,56.54,14.97
