LSOA Code,tot_cases_spring_2021,tot_cases_summer_2021
E01023910,26.15,236.95
E01023911,31.01,281.0
E01023912,28.93,262.22
E01023913,24.56,222.61
E01023914,31.35,284.07
E01023915,30.63,277.58
E01023916,32.87,297.9
E01023917,32.83,297.55
E01023918,36.43,330.16
E01023919,30.5,276.39
E01023920,35.79,324.36
E01023921,50.67,459.22
E01023922,41.48,375.91
E01023923,45.98,416.71
E01023924,37.99,344.33
E01023925,28.43,257.61
E01023926,34.06,308.65
E01023927,38.71,350.82
E01023929,33.1,299.94
E01023930,33.08,299.77
E01023932,43.38,393.15
E01023933,31.8,288.17
E01023934,39.22,355.43
E01023935,50.45,457.17
E01023936,48.64,440.78
E01023937,40.99,371.47
E01023938,61.2,554.65
E01023939,24.41,221.25
E01023940,36.56,331.36
E01023941,55.66,504.46
E01023942,34.02,308.31
E01023943,29.84,270.41
E01023944,42.21,382.57
E01023945,30.8,279.12
E01023946,38.84,352.01
E01023947,30.69,278.09
E01023948,31.18,282.53
E01023949,37.69,341.6
E01023950,30.08,272.63
E01023951,31.36,284.24
E01023952,30.59,277.24
E01023953,27.9,252.83
E01023954,45.08,408.52
E01023955,27.13,245.83
E01023956,25.88,234.56
E01023957,28.82,261.19
E01023958,28.92,262.05
E01023959,26.58,240.88
E01023960,31.27,283.39
E01023961,28.67,259.83
E01023962,27.6,250.1
E01023963,45.53,412.62
E01023964,29.84,270.41
E01023965,26.41,239.34
E01023966,30.82,279.29
E01023967,29.59,268.19
E01023968,25.81,233.88
E01023969,26.15,236.95
E01023970,35.41,320.94
E01023971,29.76,269.73
E01023972,18.24,166.85
E01023973,34.57,316.18
E01023974,17.26,157.86
E01023975,24.22,221.54
E01023976,23.45,214.53
E01023977,16.2,148.16
E01023978,16.82,153.88
E01023979,16.39,149.91
E01023980,14.26,130.4
E01023981,20.58,188.24
E01023983,18.86,172.46
E01023984,16.62,152.01
E01023985,14.58,133.32
E01023986,18.79,171.88
E01023987,13.59,124.32
E01023988,19.35,177.02
E01023989,14.95,136.71
E01023990,17.08,156.22
E01023992,24.23,221.65
E01023993,18.29,167.32
E01023995,15.16,138.69
E01023996,16.27,148.86
E01023997,19.83,181.34
E01023998,14.52,132.85
E01023999,29.02,265.47
E01024001,20.85,190.69
E01024002,19.26,176.2
E01024003,23.66,216.4
E01024004,24.22,221.54
E01024005,19.8,181.11
E01024006,16.53,151.2
E01024008,25.68,234.86
E01024009,16.43,150.26
E01024010,17.74,162.3
E01024011,15.92,145.59
E01024012,13.87,126.89
E01024013,24.39,223.06
E01024014,24.18,221.19
E01024015,21.45,196.18
E01024016,17.12,156.57
E01024017,26.03,238.13
E01024019,23.51,214.99
E01024020,29.15,266.64
E01024021,18.13,165.8
E01024022,18.22,166.62
E01024023,35.39,323.66
E01024024,27.89,255.07
E01024025,16.26,148.74
E01024026,15.36,140.45
E01024027,29.69,271.55
E01024028,22.39,204.83
E01024029,33.18,303.44
E01024031,20.12,184.03
E01024032,23.94,218.97
E01024033,23.24,212.54
E01024034,57.58,526.62
E01024035,12.75,116.61
E01024036,18.57,169.89
E01024037,24.95,228.2
E01024038,26.7,244.2
E01024039,20.49,187.42
E01024040,17.59,160.89
E01024041,15.62,142.9
E01024042,16.67,133.69
E01024043,16.95,135.89
E01024044,30.63,245.59
E01024045,20.54,164.68
E01024046,34.74,278.5
E01024047,23.81,190.88
E01024048,20.98,168.23
E01024049,18.79,150.67
E01024052,30.32,243.09
E01024053,26.22,210.17
E01024054,21.56,172.84
E01024055,17.5,140.31
E01024056,23.19,185.89
E01024057,21.34,171.11
E01024058,20.37,163.34
E01024059,17.94,143.86
E01024060,18.82,150.86
E01024061,19.51,156.43
E01024062,25.29,202.78
E01024063,19.19,153.84
E01024064,28.98,232.34
E01024065,25.19,201.92
E01024066,19.97,160.08
E01024067,15.13,121.31
E01024068,21.47,172.17
E01024069,15.8,126.68
E01024070,15.65,125.43
E01024071,19.51,156.43
E01024072,13.0,104.22
E01024073,32.3,258.93
E01024074,18.11,145.2
E01024075,21.31,170.83
E01024076,22.47,180.14
E01024077,23.77,190.6
E01024078,23.32,186.95
E01024079,18.35,147.12
E01024080,17.32,138.87
E01024081,19.7,157.97
E01024082,19.45,155.95
E01024083,17.17,137.62
E01024084,15.12,121.21
E01024085,23.5,188.39
E01024086,26.86,215.36
E01024087,15.43,123.7
E01024088,19.85,159.12
E01024089,14.46,115.93
E01024090,41.18,330.14
E01024091,17.46,140.02
E01024092,21.24,170.25
E01024093,23.05,184.84
E01024094,31.42,251.92
E01024095,16.53,132.53
E01024096,21.5,172.36
E01024097,18.96,152.02
E01024098,20.25,162.38
E01024099,19.72,158.06
E01024100,22.74,182.34
E01024101,24.17,193.76
E01024102,22.46,180.04
E01024103,20.68,165.84
E01024104,27.16,217.76
E01024105,18.79,150.67
E01024106,19.24,154.22
E01024107,19.83,159.02
E01024108,14.35,115.07
E01024109,28.66,229.75
E01024110,17.15,137.52
E01024111,18.98,152.21
E01024112,18.12,145.3
E01024113,19.45,155.95
E01024114,21.22,170.15
E01024115,18.49,148.27
E01024116,19.25,154.32
E01024117,17.56,140.79
E01024118,22.91,183.69
E01024119,20.13,161.42
E01024120,19.42,155.66
E01024121,21.61,173.23
E01024122,17.72,142.04
E01024123,21.89,175.53
E01024124,23.31,186.85
E01024126,19.2,153.94
E01024127,19.66,157.58
E01024128,21.89,175.53
E01024129,25.88,207.49
E01024130,37.72,302.4
E01024131,27.03,216.7
E01024132,29.13,239.91
E01024133,32.09,264.26
E01024134,36.04,296.78
E01024135,33.01,271.88
E01024136,33.67,277.27
E01024137,40.16,330.79
E01024138,43.23,356.06
E01024139,40.21,331.16
E01024140,86.56,712.86
E01024141,88.52,729.03
E01024142,81.66,672.54
E01024143,64.04,527.4
E01024144,34.91,287.49
E01024145,34.93,287.67
E01024146,31.05,255.71
E01024147,39.26,323.35
E01024148,87.91,724.01
E01024149,129.84,1069.3
E01024150,34.03,280.24
E01024151,32.45,267.23
E01024152,63.63,524.06
E01024153,29.67,244.37
E01024154,29.49,242.89
E01024155,52.76,434.48
E01024156,40.21,331.16
E01024157,38.95,320.75
E01024158,43.39,357.36
E01024159,34.86,287.12
E01024160,30.42,250.51
E01024161,47.16,388.4
E01024162,54.49,448.79
E01024163,41.54,342.12
E01024164,48.11,396.2
E01024165,38.16,314.25
E01024166,37.01,304.77
E01024167,46.53,383.19
E01024168,27.64,227.65
E01024169,49.98,411.63
E01024170,37.01,304.77
E01024171,35.0,288.23
E01024172,47.27,389.32
E01024173,40.3,331.9
E01024174,25.86,212.97
E01024175,29.0,238.8
E01024176,41.2,339.34
E01024177,35.43,291.76
E01024178,36.87,303.65
E01024179,75.88,624.96
E01024180,50.7,417.57
E01024181,35.95,296.04
E01024182,44.7,368.14
E01024183,31.41,258.68
E01024184,50.23,413.67
E01024185,50.23,413.67
E01024186,30.06,247.53
E01024187,24.89,204.98
E01024188,30.03,247.35
E01024189,34.82,286.74
E01024190,19.95,185.69
E01024191,40.85,380.32
E01024192,23.8,221.54
E01024193,21.55,200.58
E01024194,19.55,182.0
E01024195,18.64,173.54
E01024196,19.78,184.14
E01024197,19.83,184.62
E01024198,31.22,290.63
E01024200,22.71,211.42
E01024201,20.85,194.15
E01024202,23.93,222.73
E01024203,21.0,195.46
E01024204,20.94,194.98
E01024205,20.32,189.15
E01024206,25.26,235.12
E01024207,22.4,208.56
E01024208,21.34,198.67
E01024209,24.12,224.52
E01024212,18.64,173.54
E01024213,17.54,163.3
E01024214,23.78,221.42
E01024215,26.32,245.01
E01024216,19.61,182.59
E01024217,39.48,367.57
E01024218,16.94,157.7
E01024219,16.43,152.94
E01024220,20.5,190.81
E01024221,19.73,183.67
E01024222,21.61,201.18
E01024223,19.83,184.62
E01024224,19.24,179.14
E01024225,21.33,198.55
E01024226,19.82,184.5
E01024227,19.38,180.45
E01024228,18.12,168.66
E01024229,19.69,183.31
E01024230,18.07,168.18
E01024231,17.5,162.94
E01024232,26.18,243.7
E01024233,20.39,189.86
E01024234,18.65,173.66
E01024235,21.06,196.05
E01024236,22.12,205.94
E01024237,19.03,177.12
E01024238,18.68,173.9
E01024239,25.44,236.79
E01024240,23.21,216.06
E01024241,29.89,278.24
E01024242,23.58,219.52
E01024243,22.04,205.23
E01024244,22.99,214.04
E01024245,24.97,232.5
E01024246,28.81,268.23
E01024247,29.17,271.57
E01024248,27.57,256.68
E01024249,29.02,270.14
E01024250,20.77,193.31
E01024251,20.82,193.79
E01024252,30.51,284.08
E01024253,22.31,207.73
E01024254,31.65,294.68
E01024255,22.01,204.87
E01024256,20.51,190.93
E01024257,39.05,422.05
E01024258,30.91,334.13
E01024259,26.81,289.78
E01024260,33.43,361.34
E01024261,39.78,429.94
E01024262,32.19,347.93
E01024263,28.71,310.28
E01024264,29.91,323.29
E01024265,21.43,231.63
E01024266,21.89,236.55
E01024267,26.9,290.77
E01024268,28.52,308.31
E01024269,32.81,354.63
E01024270,26.66,288.2
E01024271,26.23,283.47
E01024272,26.87,290.37
E01024273,27.65,298.85
E01024274,27.23,294.31
E01024275,24.0,259.42
E01024276,48.84,527.91
E01024277,39.34,425.21
E01024278,41.36,447.09
E01024279,31.13,336.5
E01024280,50.79,549.0
E01024281,25.44,274.99
E01024282,32.68,353.25
E01024283,25.17,272.04
E01024284,29.05,314.03
E01024285,23.91,258.44
E01024286,27.05,292.34
E01024287,25.3,273.42
E01024288,23.22,250.94
E01024290,30.84,333.34
E01024291,35.09,379.28
E01024292,30.44,329.01
E01024293,33.14,358.18
E01024294,52.14,563.59
E01024295,39.98,432.11
E01024296,59.38,641.85
E01024297,26.9,290.77
E01024298,26.06,281.7
E01024299,24.88,268.88
E01024300,26.88,290.57
E01024301,24.38,263.56
E01024302,26.04,281.5
E01024303,26.96,291.36
E01024304,29.35,317.18
E01024305,33.12,357.99
E01024306,33.96,367.05
E01024307,26.23,283.47
E01024308,27.76,300.03
E01024309,25.64,277.16
E01024310,27.1,292.93
E01024311,24.06,260.01
E01024312,23.71,256.27
E01024313,28.71,310.28
E01024314,22.73,245.62
E01024315,30.22,326.64
E01024316,40.38,436.44
E01024317,30.57,330.39
E01024318,27.16,293.52
E01024319,28.76,310.87
E01024320,12.01,168.79
E01024321,13.3,186.94
E01024322,9.57,134.54
E01024323,13.55,190.46
E01024324,12.07,169.59
E01024325,18.56,260.79
E01024326,15.19,213.49
E01024327,14.18,199.31
E01024328,13.02,182.97
E01024329,12.28,172.54
E01024330,12.83,180.25
E01024331,12.35,173.56
E01024332,10.34,145.31
E01024333,10.91,153.25
E01024334,8.13,114.23
E01024335,13.4,188.31
E01024336,14.8,208.04
E01024337,11.56,162.44
E01024338,10.95,153.93
E01024339,18.85,264.88
E01024340,19.85,278.94
E01024341,14.84,208.5
E01024342,17.74,249.22
E01024343,10.45,146.9
E01024344,11.86,166.64
E01024345,13.34,187.4
E01024346,11.04,155.07
E01024347,14.04,197.27
E01024348,10.98,154.27
E01024349,10.96,154.05
E01024350,13.84,194.43
E01024351,12.24,171.97
E01024352,14.88,209.06
E01024353,16.17,227.21
E01024354,11.53,161.99
E01024355,17.29,242.98
E01024356,14.39,202.14
E01024357,15.25,214.28
E01024358,15.1,212.13
E01024360,12.1,170.04
E01024361,14.08,197.83
E01024362,14.72,206.8
E01024363,25.74,361.75
E01024364,15.11,212.35
E01024365,18.23,256.14
E01024366,15.42,216.66
E01024367,13.0,182.63
E01024369,12.85,180.59
E01024371,14.02,197.04
E01024372,18.41,258.75
E01024373,17.36,243.89
E01024374,16.23,228.12
E01024375,19.5,274.06
E01024376,20.84,292.78
E01024377,13.54,190.23
E01024378,11.37,159.72
E01024379,14.74,207.14
E01024380,17.74,249.22
E01024381,15.12,212.47
E01024382,17.86,250.92
E01024383,19.61,275.54
E01024384,15.47,217.46
E01024385,12.94,181.84
E01024386,15.29,214.85
E01024387,19.62,275.77
E01024388,35.5,498.9
E01024389,26.57,373.44
E01024390,14.74,207.14
E01024391,11.2,157.45
E01024392,13.43,188.76
E01024393,13.3,186.83
E01024394,11.32,159.04
E01024395,12.32,173.11
E01024396,12.9,181.27
E01024397,11.99,168.45
E01024398,14.13,198.63
E01024399,10.05,141.23
E01024400,11.96,168.11
E01024401,15.18,213.38
E01024402,11.96,168.0
E01024403,18.97,266.58
E01024404,12.81,180.02
E01024405,22.69,318.87
E01024406,12.7,178.44
E01024407,13.69,192.39
E01024408,12.25,172.08
E01024409,12.63,177.42
E01024410,16.4,230.5
E01024411,11.58,162.78
E01024413,19.07,251.13
E01024414,18.4,242.36
E01024415,15.68,206.48
E01024416,20.94,275.89
E01024417,19.12,251.92
E01024418,18.07,237.97
E01024419,22.03,290.14
E01024420,25.11,330.72
E01024421,23.36,307.69
E01024422,35.04,461.53
E01024423,21.37,281.53
E01024424,17.88,235.47
E01024425,24.76,326.17
E01024426,22.81,300.48
E01024427,15.57,205.07
E01024428,15.89,209.3
E01024429,20.8,274.01
E01024430,18.64,245.49
E01024431,21.86,287.95
E01024432,18.18,239.54
E01024433,15.64,206.01
E01024434,26.01,342.62
E01024435,19.39,255.36
E01024436,17.33,228.26
E01024437,17.2,226.54
E01024438,17.16,226.07
E01024439,18.82,247.84
E01024440,22.98,302.68
E01024441,18.54,244.24
E01024442,18.91,249.1
E01024443,17.84,235.0
E01024444,14.57,191.91
E01024445,15.87,208.99
E01024446,17.41,229.36
E01024447,15.38,202.57
E01024448,14.68,193.32
E01024449,17.22,226.85
E01024450,18.07,237.97
E01024451,28.63,377.09
E01024452,16.72,220.27
E01024453,19.9,262.1
E01024454,19.47,256.46
E01024455,14.49,190.82
E01024456,15.91,209.62
E01024457,15.82,208.36
E01024458,17.21,226.69
E01024459,18.09,238.29
E01024460,20.83,274.32
E01024461,31.39,413.44
E01024462,21.38,281.68
E01024463,21.02,276.83
E01024464,21.18,279.02
E01024465,16.78,221.05
E01024466,16.26,214.16
E01024467,22.11,291.24
E01024468,19.87,261.79
E01024469,21.91,288.58
E01024470,20.81,274.16
E01024471,25.92,341.37
E01024472,19.2,252.86
E01024473,18.27,240.64
E01024474,18.13,238.76
E01024475,19.34,254.74
E01024476,19.29,254.11
E01024477,18.3,241.11
E01024478,18.01,237.19
E01024479,17.65,232.49
E01024480,21.24,279.8
E01024481,19.52,257.09
E01024482,18.96,249.72
E01024483,18.45,242.99
E01024484,14.49,190.82
E01024485,21.1,277.92
E01024486,19.9,268.17
E01024487,11.91,160.5
E01024488,13.02,175.43
E01024489,16.44,221.53
E01024490,19.95,268.83
E01024491,15.57,209.78
E01024492,15.19,204.76
E01024493,14.38,193.79
E01024494,19.6,264.07
E01024495,19.38,261.16
E01024496,14.85,200.13
E01024497,16.88,227.48
E01024498,15.02,202.38
E01024499,17.14,230.91
E01024500,12.51,168.56
E01024501,14.9,200.79
E01024502,15.61,210.3
E01024503,16.69,224.97
E01024504,21.79,293.66
E01024505,17.92,241.48
E01024507,20.81,280.45
E01024508,21.72,292.74
E01024509,15.81,213.08
E01024510,16.87,227.35
E01024511,17.52,236.06
E01024512,18.06,243.33
E01024513,15.88,214.0
E01024514,14.58,196.43
E01024515,15.71,211.76
E01024516,13.68,184.28
E01024517,15.55,209.51
E01024518,15.76,212.42
E01024519,16.73,225.5
E01024520,15.09,203.3
E01024521,17.34,233.69
E01024522,13.92,187.58
E01024523,15.44,208.06
E01024524,14.91,200.93
E01024525,16.17,217.83
E01024526,15.63,210.57
E01024527,15.15,204.1
E01024528,13.03,175.56
E01024529,14.51,195.51
E01024530,16.68,224.7
E01024531,13.52,182.17
E01024532,13.83,186.39
E01024533,11.28,152.05
E01024534,15.04,202.64
E01024535,24.65,332.1
E01024536,19.72,265.79
E01024537,17.07,229.99
E01024538,16.63,224.04
E01024539,21.66,291.81
E01024540,16.78,226.16
E01024541,25.73,346.77
E01024542,19.66,264.86
E01024544,14.27,192.34
E01024545,15.29,206.08
E01024546,17.5,235.8
E01024547,13.46,181.37
E01024548,12.84,173.05
E01024549,12.8,172.52
E01024550,20.77,279.92
E01024551,31.16,219.62
E01024552,29.97,211.25
E01024553,29.63,208.86
E01024554,36.17,255.0
E01024555,19.49,137.41
E01024556,27.8,196.0
E01024557,21.29,150.07
E01024558,26.41,186.14
E01024559,21.12,148.87
E01024560,19.96,140.7
E01024561,23.03,162.32
E01024562,23.24,163.82
E01024563,24.27,171.09
E01024564,16.76,118.18
E01024565,17.58,123.96
E01024566,20.82,146.78
E01024567,45.94,323.85
E01024568,52.08,367.1
E01024569,27.39,193.11
E01024570,26.36,185.84
E01024571,25.44,179.36
E01024572,18.96,133.63
E01024573,18.14,127.85
E01024575,17.46,123.06
E01024576,22.08,155.65
E01024577,19.85,139.9
E01024578,23.21,163.62
E01024579,49.32,347.67
E01024580,28.87,203.48
E01024581,20.33,143.29
E01024582,23.37,164.72
E01024583,25.73,181.36
E01024584,26.15,184.35
E01024585,19.34,136.32
E01024586,25.15,177.27
E01024587,26.29,185.34
E01024588,21.27,149.97
E01024589,23.95,168.8
E01024590,23.35,164.62
E01024591,38.68,272.63
E01024592,16.95,119.48
E01024593,20.54,144.79
E01024594,20.57,144.99
E01024595,22.43,158.14
E01024596,22.62,159.43
E01024597,25.63,180.66
E01024598,24.29,171.19
E01024599,28.4,200.19
E01024600,21.25,149.77
E01024601,23.55,166.01
E01024602,20.72,146.08
E01024603,18.12,127.75
E01024604,16.88,118.98
E01024605,18.62,131.23
E01024606,19.32,136.22
E01024608,28.43,200.39
E01024609,18.9,133.23
E01024610,26.0,183.25
E01024611,25.43,179.26
E01024612,24.43,172.19
E01024613,24.71,174.18
E01024614,23.82,167.9
E01024615,21.73,153.16
E01024616,25.47,179.56
E01024618,47.11,332.12
E01024619,20.72,146.08
E01024620,20.47,144.29
E01024621,19.99,140.9
E01024622,24.81,174.88
E01024623,26.66,187.93
E01024624,37.95,267.55
E01024625,27.55,194.21
E01024626,23.24,163.82
E01024627,28.68,202.18
E01024628,20.89,147.28
E01024629,16.75,118.08
E01024630,24.47,172.49
E01024631,23.25,163.92
E01024632,21.33,150.37
E01024633,27.77,170.13
E01024634,25.44,155.85
E01024635,29.12,178.43
E01024636,35.71,218.76
E01024637,29.47,180.53
E01024638,27.86,170.66
E01024639,28.87,176.85
E01024640,27.07,165.83
E01024641,26.54,162.57
E01024642,24.6,150.7
E01024643,22.87,140.1
E01024644,24.77,151.75
E01024645,28.01,171.6
E01024646,34.16,209.31
E01024647,28.39,173.91
E01024648,24.91,152.59
E01024649,29.72,182.11
E01024650,24.26,148.6
E01024651,23.57,144.4
E01024652,32.26,197.65
E01024653,28.49,174.54
E01024654,27.17,166.46
E01024655,24.24,148.5
E01024656,28.42,174.12
E01024657,50.16,307.29
E01024658,43.46,266.23
E01024659,30.55,187.15
E01024660,33.1,202.79
E01024661,29.02,177.8
E01024662,26.6,162.99
E01024663,28.22,172.86
E01024664,26.36,161.52
E01024665,26.78,164.04
E01024666,28.39,173.91
E01024667,33.55,205.53
E01024668,24.43,149.65
E01024669,30.51,186.94
E01024670,28.03,171.71
E01024671,27.05,165.72
E01024672,23.16,141.88
E01024673,30.2,185.05
E01024674,27.65,169.4
E01024675,38.52,235.98
E01024676,37.83,231.78
E01024677,30.77,188.51
E01024678,37.92,232.31
E01024679,21.15,129.6
E01024680,27.08,165.93
E01024681,33.1,202.79
E01024682,36.86,225.79
E01024683,29.88,183.05
E01024684,27.17,166.46
E01024685,32.62,199.85
E01024686,29.18,178.75
E01024687,24.56,150.49
E01024688,28.51,174.65
E01024689,20.23,123.92
E01024690,24.86,152.28
E01024691,22.46,137.58
E01024692,29.0,177.69
E01024693,22.64,138.73
E01024694,31.46,192.71
E01024695,23.02,141.04
E01024696,24.82,152.07
E01024697,21.19,129.81
E01024698,26.3,161.1
E01024699,32.9,201.53
E01024700,30.24,185.26
E01024701,46.63,285.66
E01024702,23.86,146.19
E01024703,31.4,192.4
E01024704,30.55,187.15
E01024705,20.59,126.13
E01024706,26.93,164.99
E01024707,22.66,138.84
E01024708,33.99,208.26
E01024709,24.29,148.81
E01024710,22.78,139.57
E01024711,24.48,149.97
E01024712,27.74,169.92
E01024713,31.59,193.55
E01024714,29.02,177.8
E01024715,35.72,218.86
E01024716,37.51,229.79
E01024717,21.37,328.67
E01024718,11.94,183.6
E01024719,20.47,314.81
E01024720,13.24,203.59
E01024721,11.89,182.87
E01024722,13.48,207.24
E01024723,16.19,248.98
E01024724,20.38,313.35
E01024725,19.58,301.09
E01024726,18.37,282.55
E01024727,32.13,494.17
E01024728,16.15,248.4
E01024729,16.83,258.76
E01024730,12.93,198.78
E01024731,11.71,180.1
E01024732,20.4,313.78
E01024733,17.72,272.48
E01024734,15.24,234.39
E01024735,14.98,230.3
E01024736,18.32,281.68
E01024737,24.2,372.16
E01024740,19.72,303.28
E01024741,16.45,252.92
E01024742,16.8,258.32
E01024743,17.41,267.81
E01024744,18.92,291.02
E01024745,17.95,275.98
E01024746,10.57,162.58
E01024747,14.41,221.55
E01024748,12.98,199.65
E01024749,15.76,242.42
E01024750,14.79,227.53
E01024751,13.91,213.96
E01024752,16.46,253.07
E01024753,15.25,234.54
E01024754,17.13,263.43
E01024755,20.12,309.41
E01024756,15.8,243.0
E01024757,15.42,237.16
E01024758,16.25,249.86
E01024760,14.76,226.95
E01024761,20.48,314.95
E01024762,19.91,306.19
E01024763,13.24,203.59
E01024764,12.95,199.22
E01024765,12.54,192.79
E01024766,29.93,460.31
E01024767,18.98,291.89
E01024768,17.63,271.17
E01024771,19.6,301.38
E01024772,15.84,243.58
E01024773,16.08,247.23
E01024774,36.72,564.66
E01024775,15.54,238.91
E01024776,12.64,194.4
E01024777,11.44,176.01
E01024778,17.39,267.37
E01024779,18.46,283.86
E01024780,15.1,232.2
E01024781,19.31,297.0
E01024782,11.82,181.7
E01024783,15.19,233.66
E01024784,24.31,373.91
E01024785,14.31,220.09
E01024786,18.98,291.89
E01024787,14.4,193.37
E01024788,16.71,224.36
E01024789,27.69,371.77
E01024790,14.97,200.93
E01024791,15.78,211.81
E01024792,21.44,287.86
E01024793,18.71,251.12
E01024794,20.7,277.88
E01024795,18.11,243.11
E01024796,16.4,220.13
E01024797,19.2,257.78
E01024798,26.51,355.9
E01024799,25.18,338.06
E01024800,18.3,245.68
E01024801,34.07,457.34
E01024802,24.26,325.66
E01024803,25.56,343.2
E01024804,17.02,228.45
E01024805,19.43,260.8
E01024806,19.64,263.67
E01024807,19.04,255.66
E01024808,19.54,262.31
E01024809,16.1,216.2
E01024810,18.59,249.61
E01024811,13.46,180.67
E01024812,13.3,178.55
E01024813,19.02,255.36
E01024814,14.43,193.67
E01024815,14.17,190.2
E01024816,17.67,237.21
E01024817,20.16,270.63
E01024818,19.9,267.15
E01024819,18.79,252.18
E01024820,19.66,263.97
E01024821,25.79,346.22
E01024822,22.65,304.04
E01024823,21.79,292.55
E01024824,19.34,259.59
E01024825,16.53,221.94
E01024826,16.68,223.91
E01024827,17.01,228.29
E01024828,17.69,237.52
E01024829,18.65,250.37
E01024830,21.7,291.34
E01024831,15.91,213.63
E01024832,19.71,264.58
E01024833,33.22,446.01
E01024834,27.49,369.05
E01024835,23.5,315.53
E01024836,19.0,255.05
E01024837,21.38,286.96
E01024838,21.06,282.72
E01024839,28.71,385.38
E01024840,22.85,306.76
E01024841,23.3,312.81
E01024842,19.02,255.36
E01024843,17.24,231.47
E01024844,19.57,262.77
E01024845,15.18,203.8
E01024846,18.41,247.19
E01024847,19.79,265.64
E01024848,15.19,203.95
E01024849,18.13,243.41
E01024850,15.06,202.14
E01024851,19.91,267.3
E01024852,14.91,200.17
E01024853,16.28,218.62
E01024854,18.91,253.85
E01024855,84.91,562.96
E01024856,114.21,757.2
E01024857,95.71,634.56
E01024858,89.33,592.23
E01024859,84.61,560.98
E01024860,80.67,534.87
E01024861,63.79,422.91
E01024862,84.73,561.77
E01024863,84.07,557.42
E01024864,90.82,602.12
E01024865,82.58,547.53
E01024866,98.75,654.74
E01024867,82.64,547.92
E01024868,72.38,479.88
E01024869,78.64,521.42
E01024870,65.7,435.57
E01024871,81.21,538.43
E01024872,89.5,593.42
E01024873,75.78,502.43
E01024874,66.95,443.88
E01024875,101.44,672.54
E01024876,98.75,654.74
E01024877,107.82,714.87
E01024878,110.93,735.45
E01024879,80.55,534.08
E01024880,91.53,606.87
E01024881,84.19,558.21
E01024882,80.37,532.89
E01024883,89.44,593.02
E01024884,97.86,648.81
E01024885,99.23,657.91
E01024886,89.92,596.19
E01024887,86.7,574.83
E01024888,98.51,653.16
E01024889,71.9,476.71
E01024890,92.73,614.78
E01024891,114.45,758.79
E01024892,87.48,579.97
E01024893,97.62,647.22
E01024894,88.43,586.3
E01024895,97.74,648.02
E01024896,75.18,498.47
E01024897,81.03,537.24
E01024898,102.93,682.43
E01024899,95.11,630.61
E01024900,102.75,681.25
E01024901,98.99,656.32
E01024902,107.94,715.66
E01024903,70.11,464.85
E01024904,100.01,663.05
E01024905,69.22,458.91
E01024906,120.83,801.12
E01024907,74.29,492.54
E01024908,80.49,533.68
E01024909,98.39,652.37
E01024910,83.9,556.23
E01024911,105.79,701.42
E01024912,77.45,513.51
E01024913,72.56,481.07
E01024914,79.54,527.35
E01024915,110.88,685.47
E01024916,73.76,455.98
E01024917,74.0,457.48
E01024918,73.15,452.23
E01024919,250.32,1547.44
E01024920,77.52,479.23
E01024921,77.8,480.98
E01024922,59.45,367.49
E01024923,51.36,317.49
E01024924,57.1,352.99
E01024925,72.83,450.23
E01024926,96.53,596.73
E01024927,68.26,421.98
E01024928,58.88,363.99
E01024929,51.52,318.49
E01024930,61.59,380.73
E01024931,57.5,355.49
E01024932,40.16,248.24
E01024933,52.69,325.74
E01024934,69.92,432.23
E01024935,54.88,339.24
E01024936,69.47,429.48
E01024937,59.45,367.49
E01024938,81.93,506.48
E01024939,90.83,561.48
E01024940,80.31,496.48
E01024941,77.93,481.73
E01024942,72.14,445.98
E01024943,92.73,573.23
E01024944,89.05,550.48
E01024945,128.27,792.97
E01024946,48.04,296.99
E01024947,53.91,333.24
E01024948,68.26,421.98
E01024949,134.66,832.47
E01024950,55.97,345.99
E01024951,52.53,324.74
E01024952,53.26,329.24
E01024953,55.4,342.49
E01024954,63.41,391.98
E01024955,59.0,364.74
E01024956,69.6,430.23
E01024957,96.25,594.98
E01024958,55.28,341.74
E01024959,81.04,500.98
E01024960,73.6,454.98
E01024961,64.58,399.23
E01024962,62.52,386.48
E01024963,63.53,392.73
E01024964,64.22,396.98
E01024965,58.68,362.74
E01024966,77.89,481.48
E01024967,47.72,294.99
E01024968,91.92,568.23
E01024969,52.53,324.74
E01024970,53.26,329.24
E01024971,52.0,321.49
E01024972,45.62,281.99
E01024973,87.91,543.48
E01024974,64.54,398.98
E01024975,122.05,754.47
E01024976,70.36,434.98
E01024977,108.38,669.97
E01024978,52.93,327.24
E01024979,55.4,342.49
E01024980,58.56,361.99
E01024981,54.85,504.86
E01024982,56.32,518.4
E01024983,62.01,570.75
E01024984,57.83,532.31
E01024985,53.81,495.34
E01024986,65.23,600.41
E01024987,55.76,513.28
E01024988,63.08,580.64
E01024989,60.57,557.58
E01024990,53.57,493.14
E01024991,44.31,407.84
E01024992,59.62,548.79
E01024993,60.97,561.24
E01024994,62.96,579.54
E01024995,52.3,481.43
E01024996,48.76,448.84
E01024997,57.91,533.05
E01024998,72.39,666.31
E01024999,58.86,541.83
E01025000,49.48,455.43
E01025001,77.92,717.2
E01025002,54.89,505.22
E01025003,66.1,608.46
E01025004,55.52,511.08
E01025005,59.98,552.08
E01025006,52.3,481.43
E01025007,70.0,644.34
E01025008,45.5,418.82
E01025009,64.19,590.89
E01025010,70.6,649.83
E01025011,61.93,570.02
E01025012,102.22,940.89
E01025013,71.67,659.72
